ScenarioID,ScenarioName,GCM,LUC,Iteration,Timestep,SecondaryStratumID,StockGroupID,Amount
135,BAU CanESM2,CanESM2,BAU,1,2025,Nevada,Biomass: Total,116934906.62891354
135,BAU CanESM2,CanESM2,BAU,1,2025,Montana,Biomass: Total,867028373.8866904
135,BAU CanESM2,CanESM2,BAU,1,2025,Arizona,Biomass: Total,117370387.33376479
135,BAU CanESM2,CanESM2,BAU,1,2026,Idaho,Biomass: Total,778475475.0146515
135,BAU CanESM2,CanESM2,BAU,1,2026,New Mexico,Biomass: Total,281989168.16073763
135,BAU CanESM2,CanESM2,BAU,1,2026,California,Biomass: Total,993686911.0117751
135,BAU CanESM2,CanESM2,BAU,1,2026,Oregon,Biomass: Total,1198664881.893369
135,BAU CanESM2,CanESM2,BAU,1,2026,Washington,Biomass: Total,1159930380.2972693
135,BAU CanESM2,CanESM2,BAU,1,2026,Utah,Biomass: Total,312789920.8255751
135,BAU CanESM2,CanESM2,BAU,1,2026,Colorado,Biomass: Total,613183491.5016977
135,BAU CanESM2,CanESM2,BAU,1,2026,Wyoming,Biomass: Total,294744917.0064845
135,BAU CanESM2,CanESM2,BAU,1,2026,Nevada,Biomass: Total,120831428.95871587
135,BAU CanESM2,CanESM2,BAU,1,2026,Montana,Biomass: Total,876098831.3804657
135,BAU CanESM2,CanESM2,BAU,1,2026,Arizona,Biomass: Total,117462512.52380836
135,BAU CanESM2,CanESM2,BAU,1,2027,Idaho,Biomass: Total,787822907.3139862
135,BAU CanESM2,CanESM2,BAU,1,2027,New Mexico,Biomass: Total,283629292.4181495
135,BAU CanESM2,CanESM2,BAU,1,2027,California,Biomass: Total,984862659.7529656
135,BAU CanESM2,CanESM2,BAU,1,2027,Oregon,Biomass: Total,1195639039.2361696
135,BAU CanESM2,CanESM2,BAU,1,2027,Washington,Biomass: Total,1163434857.2467086
135,BAU CanESM2,CanESM2,BAU,1,2027,Utah,Biomass: Total,315460118.63402414
135,BAU CanESM2,CanESM2,BAU,1,2027,Colorado,Biomass: Total,620166173.5326834
135,BAU CanESM2,CanESM2,BAU,1,2027,Wyoming,Biomass: Total,298424742.24808687
135,BAU CanESM2,CanESM2,BAU,1,2027,Nevada,Biomass: Total,121233965.57447527
135,BAU CanESM2,CanESM2,BAU,1,2027,Montana,Biomass: Total,891917257.2763041
135,BAU CanESM2,CanESM2,BAU,1,2027,Arizona,Biomass: Total,118518135.66440797
135,BAU CanESM2,CanESM2,BAU,1,2028,Idaho,Biomass: Total,805845854.3095111
135,BAU CanESM2,CanESM2,BAU,1,2028,New Mexico,Biomass: Total,281462674.5518232
135,BAU CanESM2,CanESM2,BAU,1,2028,California,Biomass: Total,989312354.8915516
135,BAU CanESM2,CanESM2,BAU,1,2028,Oregon,Biomass: Total,1201387199.7787795
135,BAU CanESM2,CanESM2,BAU,1,2028,Washington,Biomass: Total,1165600581.5475905
135,BAU CanESM2,CanESM2,BAU,1,2028,Utah,Biomass: Total,324343509.3678626
135,BAU CanESM2,CanESM2,BAU,1,2028,Colorado,Biomass: Total,626041869.3056145
135,BAU CanESM2,CanESM2,BAU,1,2028,Wyoming,Biomass: Total,304632219.64759374
135,BAU CanESM2,CanESM2,BAU,1,2028,Nevada,Biomass: Total,126548195.88520752
135,BAU CanESM2,CanESM2,BAU,1,2028,Montana,Biomass: Total,915695483.7614298
135,BAU CanESM2,CanESM2,BAU,1,2028,Arizona,Biomass: Total,118875725.3361092
135,BAU CanESM2,CanESM2,BAU,1,2029,Idaho,Biomass: Total,806306316.0567116
135,BAU CanESM2,CanESM2,BAU,1,2029,New Mexico,Biomass: Total,291051954.2659181
135,BAU CanESM2,CanESM2,BAU,1,2029,California,Biomass: Total,984162276.9468802
135,BAU CanESM2,CanESM2,BAU,1,2029,Oregon,Biomass: Total,1196550363.124403
135,BAU CanESM2,CanESM2,BAU,1,2029,Washington,Biomass: Total,1158535617.1911895
135,BAU CanESM2,CanESM2,BAU,1,2029,Utah,Biomass: Total,333160071.01499313
135,BAU CanESM2,CanESM2,BAU,1,2029,Colorado,Biomass: Total,642928595.8753742
