ScenarioID,Iteration,Timestep,StockGroupID,Amount
155,1,2008,DOM: Snag Stem [Type],835031308.7009678
155,1,2008,Forestry Sector [Type],0
155,1,2008,Atmosphere [Type],-1833833061.6630545
155,1,2008,Black Carbon [Type],0
155,1,2008,Peat [Type],0
155,1,2008,Biomass: Aboveground,14905062385.790295
155,1,2008,Biomass: Belowground,3530105497.9038577
155,1,2008,Biomass: Total,18435167883.69415
155,1,2008,DOM: Aboveground,1098013369.9210367
155,1,2008,DOM: Belowground,34327653219.98413
155,1,2008,DOM: Total,35425666589.90517
155,1,2008,Total Ecosystem,53860834473.59931
155,1,2008,DOM: Deadwood,2595449772.157711
155,1,2008,DOM: Litter,2123157260.8668044
155,1,2008,DOM: Soil,30707059556.880653
155,1,2008,DOM: Standing Deadwood,1098013369.9210367
155,1,2008,DOM: Down Deadwood,1497436402.2366767
155,1,2009,Atmosphere: CH4 [Type],0
155,1,2009,Atmosphere: CO2 [Type],0
155,1,2009,Atmosphere: CO [Type],0
155,1,2009,Biomass: Coarse Root [Type],3101596529.399145
155,1,2009,Biomass: Fine Root [Type],494486336.0063656
155,1,2009,Biomass: Foliage [Type],973606321.7557411
155,1,2009,Biomass: Merchantable [Type],9340760188.033108
155,1,2009,Biomass: Other Wood [Type],4858433318.196068
155,1,2009,DOM: Aboveground Fast [Type],1232229392.946002
155,1,2009,DOM: Aboveground Medium [Type],1278741976.8586671
155,1,2009,DOM: Aboveground Slow [Type],6991815113.069733
155,1,2009,DOM: Aboveground Very Fast [Type],922045280.4066377
155,1,2009,DOM: Belowground Fast [Type],196773070.20566145
155,1,2009,DOM: Belowground Slow [Type],23545795363.66141
155,1,2009,DOM: Belowground Very Fast [Type],152675166.53600314
155,1,2009,DOM: Black Carbon [Type],0
155,1,2009,DOM: Snag Branch [Type],267783085.4309006
155,1,2009,DOM: Snag Stem [Type],849395398.7807688
155,1,2009,Forestry Sector [Type],0
155,1,2009,Atmosphere [Type],-2179135129.3499722
155,1,2009,Black Carbon [Type],0
155,1,2009,Peat [Type],0
155,1,2009,Biomass: Aboveground,15172799827.984922
155,1,2009,Biomass: Belowground,3596082865.405512
155,1,2009,Biomass: Total,18768882693.390438
155,1,2009,DOM: Aboveground,1117178484.211669
155,1,2009,DOM: Belowground,34320075363.684155
155,1,2009,DOM: Total,35437253847.895836
155,1,2009,Total Ecosystem,54206136541.28624
155,1,2009,DOM: Deadwood,2592693531.275997
155,1,2009,DOM: Litter,2154274673.3526406
155,1,2009,DOM: Soil,30690285643.267174
155,1,2009,DOM: Standing Deadwood,1117178484.211669
155,1,2009,DOM: Down Deadwood,1475515047.0643284
155,1,2010,Atmosphere: CH4 [Type],0
155,1,2010,Atmosphere: CO2 [Type],0
155,1,2010,Atmosphere: CO [Type],0
155,1,2010,Biomass: Coarse Root [Type],3146150209.3369613
155,1,2010,Biomass: Fine Root [Type],491922875.0155564
155,1,2010,Biomass: Foliage [Type],982787412.9989809
155,1,2010,Biomass: Merchantable [Type],9510934679.161673
155,1,2010,Biomass: Other Wood [Type],4914404457.836917
155,1,2010,DOM: Aboveground Fast [Type],1232624659.7493188
155,1,2010,DOM: Aboveground Medium [Type],1258819324.6100254
155,1,2010,DOM: Aboveground Slow [Type],6981189601.554585
155,1,2010,DOM: Aboveground Very Fast [Type],925880968.2441746
155,1,2010,DOM: Belowground Fast [Type],195391305.83666644
155,1,2010,DOM: Belowground Slow [Type],23543274139.640686
155,1,2010,DOM: Belowground Very Fast [Type],151756809.16849428
155,1,2010,DOM: Black Carbon [Type],0
155,1,2010,DOM: Snag Branch [Type],271509197.0915892
155,1,2010,DOM: Snag Stem [Type],863230349.6184961
155,1,2010,Forestry Sector [Type],0
155,1,2010,Atmosphere [Type],-2442874577.927882
155,1,2010,Black Carbon [Type],0
155,1,2010,Peat [Type],0
155,1,2010,Biomass: Aboveground,15408126549.997578
155,1,2010,Biomass: Belowground,3638073084.3525167
155,1,2010,Biomass: Total,19046199634.350082
155,1,2010,DOM: Aboveground,1134739546.7100852
155,1,2010,DOM: Belowground,34288936808.803963
155,1,2010,DOM: Total,35423676355.51404
155,1,2010,Total Ecosystem,54469875989.86421
155,1,2010,DOM: Deadwood,2588950177.156778
155,1,2010,DOM: Litter,2158505627.9934936
155,1,2010,DOM: Soil,30676220550.36378
155,1,2010,DOM: Standing Deadwood,1134739546.7100852
155,1,2010,DOM: Down Deadwood,1454210630.4466922
155,1,2011,Atmosphere: CH4 [Type],0
155,1,2011,Atmosphere: CO2 [Type],0
155,1,2011,Atmosphere: CO [Type],0
155,1,2011,Biomass: Coarse Root [Type],3187901227.657013
155,1,2011,Biomass: Fine Root [Type],487925742.37976235
155,1,2011,Biomass: Foliage [Type],987198273.4056164
155,1,2011,Biomass: Merchantable [Type],9674862017.431664
155,1,2011,Biomass: Other Wood [Type],4964503047.9602585
155,1,2011,DOM: Aboveground Fast [Type],1232267442.3380656
155,1,2011,DOM: Aboveground Medium [Type],1240055055.4590466
155,1,2011,DOM: Aboveground Slow [Type],6970608766.697196
155,1,2011,DOM: Aboveground Very Fast [Type],912671242.1403072
155,1,2011,DOM: Belowground Fast [Type],193967304.79935104
155,1,2011,DOM: Belowground Slow [Type],23541459250.590775
155,1,2011,DOM: Belowground Very Fast [Type],147724534.1366488
155,1,2011,DOM: Black Carbon [Type],0
155,1,2011,DOM: Snag Branch [Type],274581207.50473225
155,1,2011,DOM: Snag Stem [Type],876541409.9399862
155,1,2011,Forestry Sector [Type],0
155,1,2011,Atmosphere [Type],-2665265110.5041795
155,1,2011,Black Carbon [Type],0
155,1,2011,Peat [Type],0
155,1,2011,Biomass: Aboveground,15626563338.79754
155,1,2011,Biomass: Belowground,3675826970.0367746
155,1,2011,Biomass: Total,19302390308.834305
155,1,2011,DOM: Aboveground,1151122617.4447184
155,1,2011,DOM: Belowground,34238753596.161423
155,1,2011,DOM: Total,35389876213.606125
155,1,2011,Total Ecosystem,54692266522.44042
155,1,2011,DOM: Deadwood,2585144977.703116
155,1,2011,DOM: Litter,2144938684.4783723
155,1,2011,DOM: Soil,30659792551.42463
155,1,2011,DOM: Standing Deadwood,1151122617.4447184
155,1,2011,DOM: Down Deadwood,1434022360.2583976
155,1,2012,Atmosphere: CH4 [Type],0
155,1,2012,Atmosphere: CO2 [Type],0
155,1,2012,Atmosphere: CO [Type],0
155,1,2012,Biomass: Coarse Root [Type],3227827685.798713
155,1,2012,Biomass: Fine Root [Type],482431524.0933203
155,1,2012,Biomass: Foliage [Type],981541751.9034615
155,1,2012,Biomass: Merchantable [Type],9835462936.009407
155,1,2012,Biomass: Other Wood [Type],5007629716.325089
155,1,2012,DOM: Aboveground Fast [Type],1219762061.5741422
155,1,2012,DOM: Aboveground Medium [Type],1220771719.9896379
155,1,2012,DOM: Aboveground Slow [Type],6954582930.572929
155,1,2012,DOM: Aboveground Very Fast [Type],855974254.4914461
155,1,2012,DOM: Belowground Fast [Type],190622635.5780715
155,1,2012,DOM: Belowground Slow [Type],23546274669.37778
155,1,2012,DOM: Belowground Very Fast [Type],135905879.6801667
155,1,2012,DOM: Black Carbon [Type],0
155,1,2012,DOM: Snag Branch [Type],274233948.64884704
155,1,2012,DOM: Snag Stem [Type],886912503.5477102
155,1,2012,Forestry Sector [Type],0
155,1,2012,Atmosphere [Type],-2792932805.654479
155,1,2012,Black Carbon [Type],0
155,1,2012,Peat [Type],0
155,1,2012,Biomass: Aboveground,15824634404.237955
155,1,2012,Biomass: Belowground,3710259209.8920326
155,1,2012,Biomass: Total,19534893614.129986
155,1,2012,DOM: Aboveground,1161146452.1965575
155,1,2012,DOM: Belowground,34123894151.26417
155,1,2012,DOM: Total,35285040603.460724
155,1,2012,Total Ecosystem,54819934217.59068
155,1,2012,DOM: Deadwood,2572540807.7642684
155,1,2012,DOM: Litter,2075736316.0655887
155,1,2012,DOM: Soil,30636763479.63088
155,1,2012,DOM: Standing Deadwood,1161146452.1965575
155,1,2012,DOM: Down Deadwood,1411394355.5677094
155,1,2013,Atmosphere: CH4 [Type],0
155,1,2013,Atmosphere: CO2 [Type],0
155,1,2013,Atmosphere: CO [Type],0
155,1,2013,Biomass: Coarse Root [Type],3268022185.037845
155,1,2013,Biomass: Fine Root [Type],491170123.3166471
155,1,2013,Biomass: Foliage [Type],991453610.8164675
155,1,2013,Biomass: Merchantable [Type],9998617631.852175
155,1,2013,Biomass: Other Wood [Type],5052068882.483211
155,1,2013,DOM: Aboveground Fast [Type],1227937147.5705123
155,1,2013,DOM: Aboveground Medium [Type],1204433633.7909567
155,1,2013,DOM: Aboveground Slow [Type],6937929618.672084
155,1,2013,DOM: Aboveground Very Fast [Type],891739003.0196252
155,1,2013,DOM: Belowground Fast [Type],191214550.62920907
155,1,2013,DOM: Belowground Slow [Type],23540311010.904747
155,1,2013,DOM: Belowground Very Fast [Type],145423189.53813347
155,1,2013,DOM: Black Carbon [Type],0
155,1,2013,DOM: Snag Branch [Type],278497295.10387254
155,1,2013,DOM: Snag Stem [Type],901748584.4918756
155,1,2013,Forestry Sector [Type],0
155,1,2013,Atmosphere [Type],-3093565055.2911124
155,1,2013,Black Carbon [Type],0
155,1,2013,Peat [Type],0
155,1,2013,Biomass: Aboveground,16042140125.15186
155,1,2013,Biomass: Belowground,3759192308.354491
155,1,2013,Biomass: Total,19801332433.506344
155,1,2013,DOM: Aboveground,1180245879.595749
155,1,2013,DOM: Belowground,34138988154.125286
155,1,2013,DOM: Total,35319234033.72104
155,1,2013,Total Ecosystem,55120566467.22733
155,1,2013,DOM: Deadwood,2575894064.0159135
155,1,2013,DOM: Litter,2119676150.5901363
155,1,2013,DOM: Soil,30623663819.11496
155,1,2013,DOM: Standing Deadwood,1180245879.595749
155,1,2013,DOM: Down Deadwood,1395648184.4201655
155,1,2014,Atmosphere: CH4 [Type],0
155,1,2014,Atmosphere: CO2 [Type],0
155,1,2014,Atmosphere: CO [Type],0
155,1,2014,Biomass: Coarse Root [Type],3310224889.856808
155,1,2014,Biomass: Fine Root [Type],500974305.63870037
155,1,2014,Biomass: Foliage [Type],1008761275.9266171
155,1,2014,Biomass: Merchantable [Type],10162363262.568325
155,1,2014,Biomass: Other Wood [Type],5103346893.594666
155,1,2014,DOM: Aboveground Fast [Type],1238326514.4171062
155,1,2014,DOM: Aboveground Medium [Type],1189129331.1926997
155,1,2014,DOM: Aboveground Slow [Type],6926025178.675061
155,1,2014,DOM: Aboveground Very Fast [Type],935057548.9517319
155,1,2014,DOM: Belowground Fast [Type],192500355.35389107
155,1,2014,DOM: Belowground Slow [Type],23534320435.15706
155,1,2014,DOM: Belowground Very Fast [Type],152914184.45061523
155,1,2014,DOM: Black Carbon [Type],0
155,1,2014,DOM: Snag Branch [Type],282906489.3002206
155,1,2014,DOM: Snag Stem [Type],917714582.9094527
155,1,2014,Forestry Sector [Type],0
155,1,2014,Atmosphere [Type],-3427563836.0567045
155,1,2014,Black Carbon [Type],0
155,1,2014,Peat [Type],0
155,1,2014,Biomass: Aboveground,16274471432.089605
155,1,2014,Biomass: Belowground,3811199195.495508
155,1,2014,Biomass: Total,20085670627.585114
155,1,2014,DOM: Aboveground,1200621072.2096736
155,1,2014,DOM: Belowground,34168273548.198185
155,1,2014,DOM: Total,35368894620.40785
155,1,2014,Total Ecosystem,55454565247.99297
155,1,2014,DOM: Deadwood,2582250758.756264
155,1,2014,DOM: Litter,2173384063.368837
155,1,2014,DOM: Soil,30613259798.28276
155,1,2014,DOM: Standing Deadwood,1200621072.2096736
155,1,2014,DOM: Down Deadwood,1381629686.5465906
155,1,2015,Atmosphere: CH4 [Type],0
155,1,2015,Atmosphere: CO2 [Type],0
155,1,2015,Atmosphere: CO [Type],0
155,1,2015,Biomass: Coarse Root [Type],3356793531.3848834
155,1,2015,Biomass: Fine Root [Type],525062382.54463106
155,1,2015,Biomass: Foliage [Type],1038594559.0309231
155,1,2015,Biomass: Merchantable [Type],10336319798.473764
155,1,2015,Biomass: Other Wood [Type],5165368211.592602
155,1,2015,DOM: Aboveground Fast [Type],1235996358.3521826
155,1,2015,DOM: Aboveground Medium [Type],1173590942.7471576
155,1,2015,DOM: Aboveground Slow [Type],6916385861.4451065
155,1,2015,DOM: Aboveground Very Fast [Type],912230347.9565148
155,1,2015,DOM: Belowground Fast [Type],191508893.54873207
155,1,2015,DOM: Belowground Slow [Type],23536072290.454388
155,1,2015,DOM: Belowground Very Fast [Type],145398457.40993786
155,1,2015,DOM: Black Carbon [Type],0
155,1,2015,DOM: Snag Branch [Type],283923974.84139633
155,1,2015,DOM: Snag Stem [Type],930400846.2393671
155,1,2015,Forestry Sector [Type],0
155,1,2015,Atmosphere [Type],-3720645044.0853343
155,1,2015,Black Carbon [Type],0
155,1,2015,Peat [Type],0
155,1,2015,Biomass: Aboveground,16540282569.097286
155,1,2015,Biomass: Belowground,3881855913.929515
155,1,2015,Biomass: Total,20422138483.026802
155,1,2015,DOM: Aboveground,1214324821.080764
155,1,2015,DOM: Belowground,34111183151.914036
155,1,2015,DOM: Total,35325507972.99479
155,1,2015,Total Ecosystem,55747646456.021576
155,1,2015,DOM: Deadwood,2579424657.376654
155,1,2015,DOM: Litter,2148226706.308697
